state,CLAIM_FROM_MONTH,total_paid,total_claims,total_bens,rows,total_paid_delta,total_claims_delta,total_bens_delta,rows_delta
AK,2018-01-01,73754476.48999998,613535.0,293897.0,7778,,,,
AK,2018-02-01,65441028.920000054,541346.0,260295.0,7140,-8313447.569999926,-72189.0,-33602.0,-638.0
AK,2018-03-01,75870702.61000007,618477.0,295396.0,7881,10429673.69000002,77131.0,35101.0,741.0
AK,2018-04-01,72962100.53000012,609729.0,282253.0,7544,-2908602.0799999535,-8748.0,-13143.0,-337.0
AK,2018-05-01,71100365.56000006,619175.0,277760.0,7405,-1861734.9700000584,9446.0,-4493.0,-139.0
AK,2018-06-01,67181632.88,545147.0,251506.0,6860,-3918732.6800000668,-74028.0,-26254.0,-545.0
AK,2018-07-01,68655639.63,555419.0,254249.0,6926,1474006.75,10272.0,2743.0,66.0
AK,2018-08-01,75319071.77000001,622506.0,291973.0,7929,6663432.1400000155,67087.0,37724.0,1003.0
AK,2018-09-01,66513581.79000005,543319.0,257214.0,7035,-8805489.97999996,-79187.0,-34759.0,-894.0
AK,2018-10-01,74213566.33999996,620245.0,295213.0,7895,7699984.549999908,76926.0,37999.0,860.0
AK,2018-11-01,66360075.67999993,543347.0,253266.0,6834,-7853490.660000026,-76898.0,-41947.0,-1061.0
AK,2018-12-01,62532445.88000003,508043.0,237947.0,6335,-3827629.7999999,-35304.0,-15319.0,-499.0
AK,2019-01-01,78500035.51000002,615069.0,302767.0,7889,15967589.629999988,107026.0,64820.0,1554.0
AK,2019-02-01,70748273.20999998,558314.0,277840.0,7443,-7751762.300000042,-56755.0,-24927.0,-446.0
AK,2019-03-01,77461687.70999992,603676.0,299294.0,7835,6713414.49999994,45362.0,21454.0,392.0
AK,2019-04-01,82314406.05000001,631479.0,308729.0,8190,4852718.340000093,27803.0,9435.0,355.0
AK,2019-05-01,79331295.74999996,603955.0,292580.0,7729,-2983110.3000000566,-27524.0,-16149.0,-461.0
AK,2019-06-01,72705641.09000003,541780.0,262262.0,7079,-6625654.659999922,-62175.0,-30318.0,-650.0
AK,2019-07-01,74157803.39000005,563409.0,268700.0,7188,1452162.300000012,21629.0,6438.0,109.0
AK,2019-08-01,75755477.9999999,571679.0,279372.0,7547,1597674.6099998504,8270.0,10672.0,359.0
AK,2019-09-01,76435663.97999999,590245.0,293873.0,8035,680185.9800000936,18566.0,14501.0,488.0
AK,2019-10-01,80732326.87999997,611907.0,297418.0,7973,4296662.899999976,21662.0,3545.0,-62.0
AK,2019-11-01,69032974.63,518752.0,247258.0,6679,-11699352.24999997,-93155.0,-50160.0,-1294.0
AK,2019-12-01,69523644.94000009,522817.0,253563.0,6655,490670.3100000918,4065.0,6305.0,-24.0
AK,2020-01-01,80733372.27000001,598165.0,300630.0,8019,11209727.329999924,75348.0,47067.0,1364.0
AK,2020-02-01,72946643.10000005,539663.0,268204.0,7334,-7786729.169999957,-58502.0,-32426.0,-685.0
AK,2020-03-01,61702364.34000003,450121.0,212995.0,5834,-11244278.76000002,-89542.0,-55209.0,-1500.0
AK,2020-04-01,44711055.879999995,334199.0,134394.0,3846,-16991308.46000004,-115922.0,-78601.0,-1988.0
AK,2020-05-01,52710359.29999999,408199.0,186301.0,5244,7999303.419999994,74000.0,51907.0,1398.0
AK,2020-06-01,62302381.48000001,467849.0,230256.0,6504,9592022.180000022,59650.0,43955.0,1260.0
AK,2020-07-01,65456602.97999998,496982.0,237189.0,6712,3154221.49999997,29133.0,6933.0,208.0
AK,2020-08-01,64445866.51999995,469063.0,235847.0,6648,-1010736.4600000307,-27919.0,-1342.0,-64.0
AK,2020-09-01,67630205.53000002,485282.0,247664.0,7008,3184339.010000065,16219.0,11817.0,360.0
AK,2020-10-01,71418719.11999996,516898.0,260160.0,7280,3788513.589999944,31616.0,12496.0,272.0
AK,2020-11-01,57828374.72000003,427854.0,208526.0,5857,-13590344.399999931,-89044.0,-51634.0,-1423.0
AK,2020-12-01,61370115.95000003,452569.0,217523.0,6128,3541741.230000004,24715.0,8997.0,271.0
AK,2021-01-01,68763250.18,482644.0,243875.0,6885,7393134.229999974,30075.0,26352.0,757.0
AK,2021-02-01,65517983.45999998,460403.0,240071.0,7007,-3245266.7200000286,-22241.0,-3804.0,122.0
AK,2021-03-01,75957805.89999999,549322.0,284485.0,8006,10439822.440000013,88919.0,44414.0,999.0
AK,2021-04-01,72684289.83000003,522557.0,279244.0,7850,-3273516.069999963,-26765.0,-5241.0,-156.0
AK,2021-05-01,69594547.31000005,501479.0,262025.0,7345,-3089742.519999981,-21078.0,-17219.0,-505.0
AK,2021-06-01,70023697.70999998,516500.0,266712.0,7640,429150.39999993145,15021.0,4687.0,295.0
AK,2021-07-01,68867906.57999998,504567.0,263350.0,7335,-1155791.1299999952,-11933.0,-3362.0,-305.0
AK,2021-08-01,74883377.77999991,527620.0,288061.0,7806,6015471.1999999285,23053.0,24711.0,471.0
AK,2021-09-01,73243175.14000002,509029.0,280616.0,7597,-1640202.6399998963,-18591.0,-7445.0,-209.0
AK,2021-10-01,72320500.31000002,515832.0,285327.0,7767,-922674.8299999982,6803.0,4711.0,170.0
AK,2021-11-01,68543275.27000003,489375.0,265578.0,7347,-3777225.0399999917,-26457.0,-19749.0,-420.0
AK,2021-12-01,63960375.23000001,463073.0,249066.0,7004,-4582900.040000014,-26302.0,-16512.0,-343.0
AK,2022-01-01,76821886.74,515842.0,287995.0,7555,12861511.509999983,52769.0,38929.0,551.0
AK,2022-02-01,65256468.69000002,461878.0,252164.0,7159,-11565418.049999975,-53964.0,-35831.0,-396.0
AK,2022-03-01,81458115.95999998,555584.0,302422.0,8581,16201647.269999959,93706.0,50258.0,1422.0
AK,2022-04-01,77939053.02000007,534302.0,290883.0,8143,-3519062.939999908,-21282.0,-11539.0,-438.0
AK,2022-05-01,76280279.67999998,523007.0,282358.0,7875,-1658773.340000093,-11295.0,-8525.0,-268.0
AK,2022-06-01,73964325.2,511526.0,270268.0,7709,-2315954.4799999744,-11481.0,-12090.0,-166.0
AK,2022-07-01,72784765.14,495105.0,255404.0,7141,-1179560.0600000024,-16421.0,-14864.0,-568.0
AK,2022-08-01,82428609.32999998,549866.0,292007.0,8271,9643844.189999983,54761.0,36603.0,1130.0
AK,2022-09-01,78664904.45000002,527196.0,280777.0,7842,-3763704.8799999654,-22670.0,-11230.0,-429.0
AK,2022-10-01,80045323.32999995,534461.0,285889.0,7835,1380418.8799999356,7265.0,5112.0,-7.0
AK,2022-11-01,78715386.77999991,513310.0,277655.0,7522,-1329936.5500000417,-21151.0,-8234.0,-313.0
AK,2022-12-01,72381576.8599999,472424.0,247029.0,6753,-6333809.920000017,-40886.0,-30626.0,-769.0
AK,2023-01-01,82607619.22000006,558209.0,296811.0,8026,10226042.360000163,85785.0,49782.0,1273.0
AK,2023-02-01,73543151.05999999,510301.0,263149.0,7419,-9064468.16000007,-47908.0,-33662.0,-607.0
AK,2023-03-01,85104199.78999992,589913.0,309723.0,8504,11561048.72999993,79612.0,46574.0,1085.0
AK,2023-04-01,80583809.86999999,556197.0,289729.0,7911,-4520389.919999927,-33716.0,-19994.0,-593.0
AK,2023-05-01,83844077.98999994,569694.0,295549.0,8124,3260268.119999945,13497.0,5820.0,213.0
AK,2023-06-01,80308989.46000001,530552.0,277268.0,7749,-3535088.5299999267,-39142.0,-18281.0,-375.0
AK,2023-07-01,78781350.63999993,504374.0,260574.0,7281,-1527638.8200000823,-26178.0,-16694.0,-468.0
AK,2023-08-01,87941362.82999998,570531.0,300460.0,8397,9160012.190000057,66157.0,39886.0,1116.0
AK,2023-09-01,80766925.20999998,521803.0,274680.0,7686,-7174437.620000005,-48728.0,-25780.0,-711.0
AK,2023-10-01,88306764.95000002,570991.0,300650.0,8223,7539839.740000039,49188.0,25970.0,537.0
AK,2023-11-01,78234033.80000001,500693.0,261586.0,7176,-10072731.150000006,-70298.0,-39064.0,-1047.0
AK,2023-12-01,75241597.93000004,480721.0,246198.0,6721,-2992435.869999975,-19972.0,-15388.0,-455.0
AK,2024-01-01,89552172.31000003,549342.0,284522.0,7802,14310574.379999995,68621.0,38324.0,1081.0
AK,2024-02-01,85504057.12999994,530948.0,271983.0,7518,-4048115.1800000966,-18394.0,-12539.0,-284.0
AK,2024-03-01,90545736.39000002,553737.0,284201.0,7782,5041679.26000008,22789.0,12218.0,264.0
AK,2024-04-01,89864089.5000001,544761.0,283505.0,7893,-681646.8899999112,-8976.0,-696.0,111.0
AK,2024-05-01,90256163.76999995,546202.0,284206.0,7818,392074.2699998468,1441.0,701.0,-75.0
AK,2024-06-01,79099484.64000005,482604.0,247046.0,6918,-11156679.129999906,-63598.0,-37160.0,-900.0
AK,2024-07-01,83853894.61000001,508147.0,265491.0,7472,4754409.969999969,25543.0,18445.0,554.0
AK,2024-08-01,83983384.52,500620.0,266192.0,7511,129489.90999998152,-7527.0,701.0,39.0
AK,2024-09-01,77509748.8400001,459881.0,249879.0,7064,-6473635.679999903,-40739.0,-16313.0,-447.0
AK,2024-10-01,76796588.39000008,474643.0,255884.0,7349,-713160.4500000179,14762.0,6005.0,285.0
AK,2024-11-01,58621946.15999994,353495.0,188912.0,5466,-18174642.23000014,-121148.0,-66972.0,-1883.0
AK,2024-12-01,25801872.050000012,135933.0,79431.0,2542,-32820074.109999925,-217562.0,-109481.0,-2924.0
AL,2018-01-01,105150230.58000013,2303147.0,1625349.0,37878,,,,
AL,2018-02-01,98654326.25999998,2134968.0,1507748.0,35026,-6495904.320000157,-168179.0,-117601.0,-2852.0
AL,2018-03-01,108571653.49999976,2238717.0,1556141.0,36415,9917327.239999786,103749.0,48393.0,1389.0
AL,2018-04-01,106071308.96999978,2232788.0,1554620.0,36517,-2500344.5299999863,-5929.0,-1521.0,102.0
AL,2018-05-01,103195262.65999994,2139626.0,1493566.0,35520,-2876046.3099998385,-93162.0,-61054.0,-997.0
AL,2018-06-01,93257455.57000011,1865460.0,1277621.0,30918,-9937807.089999825,-274166.0,-215945.0,-4602.0
AL,2018-07-01,104546663.58999985,2177090.0,1494278.0,35679,11289208.019999743,311630.0,216657.0,4761.0
AL,2018-08-01,112533383.32999966,2691142.0,1736225.0,40032,7986719.739999801,514052.0,241947.0,4353.0
AL,2018-09-01,103537217.94999968,2159231.0,1497548.0,35429,-8996165.37999998,-531911.0,-238677.0,-4603.0
AL,2018-10-01,120397695.51999994,2582146.0,1762443.0,40574,16860477.57000026,422915.0,264895.0,5145.0
AL,2018-11-01,110066488.0999996,2252267.0,1538645.0,36613,-10331207.42000033,-329879.0,-223798.0,-3961.0
AL,2018-12-01,104499651.58000009,2008596.0,1382930.0,33612,-5566836.519999519,-243671.0,-155715.0,-3001.0
AL,2019-01-01,124876521.68999985,2587544.0,1781339.0,40516,20376870.10999976,578948.0,398409.0,6904.0
AL,2019-02-01,114479590.96999982,2393411.0,1695040.0,38046,-10396930.720000029,-194133.0,-86299.0,-2470.0
AL,2019-03-01,117809125.88000014,2366270.0,1640015.0,38066,3329534.9100003242,-27141.0,-55025.0,20.0
AL,2019-04-01,121357982.08999985,2459386.0,1710087.0,39329,3548856.2099997103,93116.0,70072.0,1263.0
AL,2019-05-01,117876982.80000025,2341075.0,1607676.0,37871,-3480999.289999604,-118311.0,-102411.0,-1458.0
AL,2019-06-01,105448373.05999991,2042937.0,1400802.0,34160,-12428609.740000337,-298138.0,-206874.0,-3711.0
AL,2019-07-01,113042980.01999989,2210341.0,1519730.0,36374,7594606.959999979,167404.0,118928.0,2214.0
AL,2019-08-01,119408419.82000005,2408143.0,1699824.0,39391,6365439.800000161,197802.0,180094.0,3017.0
AL,2019-09-01,119189232.41000009,2345602.0,1665400.0,38410,-219187.40999996662,-62541.0,-34424.0,-981.0
AL,2019-10-01,123983537.45999998,2579818.0,1826530.0,41538,4794305.049999893,234216.0,161130.0,3128.0
AL,2019-11-01,110481853.22000007,2189596.0,1561949.0,36886,-13501684.239999905,-390222.0,-264581.0,-4652.0
AL,2019-12-01,107239902.65999997,2124929.0,1495210.0,35463,-3241950.5600001067,-64667.0,-66739.0,-1423.0
AL,2020-01-01,115202699.2100001,2369967.0,1679973.0,38952,7962796.550000131,245038.0,184763.0,3489.0
AL,2020-02-01,102437541.47000007,2114763.0,1504359.0,35224,-12765157.740000024,-255204.0,-175614.0,-3728.0
AL,2020-03-01,100150350.08000004,1816817.0,1230323.0,28750,-2287191.3900000304,-297946.0,-274036.0,-6474.0
AL,2020-04-01,84657615.65000007,1316176.0,789529.0,17999,-15492734.429999977,-500641.0,-440794.0,-10751.0
AL,2020-05-01,92276712.66000006,1665394.0,1104241.0,24639,7619097.00999999,349218.0,314712.0,6640.0
AL,2020-06-01,107015323.85999998,2166056.0,1512558.0,31946,14738611.199999928,500662.0,408317.0,7307.0
AL,2020-07-01,108963159.80000001,2216537.0,1587924.0,32720,1947835.9400000274,50481.0,75366.0,774.0
AL,2020-08-01,109418514.30000018,2205002.0,1580824.0,33102,455354.5000001639,-11535.0,-7100.0,382.0
AL,2020-09-01,111741608.56000003,2237460.0,1607482.0,33028,2323094.2599998564,32458.0,26658.0,-74.0
AL,2020-10-01,116258391.84999985,2356801.0,1691610.0,35023,4516783.289999813,119341.0,84128.0,1995.0
AL,2020-11-01,110599498.67999992,2126624.0,1532050.0,31797,-5658893.169999927,-230177.0,-159560.0,-3226.0
AL,2020-12-01,114350480.96000008,2209612.0,1564808.0,31742,3750982.280000165,82988.0,32758.0,-55.0
AL,2021-01-01,120706242.77999976,2368682.0,1706990.0,34467,6355761.81999968,159070.0,142182.0,2725.0
AL,2021-02-01,111074656.47999968,2199868.0,1587879.0,33075,-9631586.300000086,-168814.0,-119111.0,-1392.0
AL,2021-03-01,126328211.35999985,2575619.0,1870070.0,37482,15253554.880000174,375751.0,282191.0,4407.0
AL,2021-04-01,125813199.87999971,2545163.0,1854284.0,37886,-515011.4800001383,-30456.0,-15786.0,404.0
AL,2021-05-01,122019384.24999967,2455492.0,1717117.0,36186,-3793815.63000004,-89671.0,-137167.0,-1700.0
AL,2021-06-01,123635488.48999979,2519093.0,1786507.0,37702,1616104.2400001138,63601.0,69390.0,1516.0
AL,2021-07-01,125106632.03999978,2556888.0,1796000.0,38084,1471143.549999997,37795.0,9493.0,382.0
AL,2021-08-01,139737093.03999972,3046217.0,2248646.0,41459,14630460.99999994,489329.0,452646.0,3375.0
AL,2021-09-01,130492396.46999972,2770488.0,2034006.0,38567,-9244696.570000008,-275729.0,-214640.0,-2892.0
AL,2021-10-01,130447237.11999983,2613559.0,1897447.0,38181,-45159.34999988973,-156929.0,-136559.0,-386.0
AL,2021-11-01,129502896.14999993,2620848.0,1921820.0,38785,-944340.9699998945,7289.0,24373.0,604.0
AL,2021-12-01,126298128.7499999,2531306.0,1855117.0,38139,-3204767.4000000358,-89542.0,-66703.0,-646.0
AL,2022-01-01,136685517.82000008,2897773.0,2127564.0,38727,10387389.070000187,366467.0,272447.0,588.0
AL,2022-02-01,120986723.09999967,2476876.0,1792020.0,35867,-15698794.720000416,-420897.0,-335544.0,-2860.0
AL,2022-03-01,135305760.10999978,2819243.0,2013155.0,40149,14319037.01000011,342367.0,221135.0,4282.0
AL,2022-04-01,127934661.51999976,2567750.0,1842415.0,38436,-7371098.5900000185,-251493.0,-170740.0,-1713.0
AL,2022-05-01,130847687.03999996,2684871.0,1867672.0,38998,2913025.5200002044,117121.0,25257.0,562.0
AL,2022-06-01,127578795.64999989,2517288.0,1812794.0,37922,-3268891.390000075,-167583.0,-54878.0,-1076.0
AL,2022-07-01,121187108.83999977,2331905.0,1691375.0,36445,-6391686.810000122,-185383.0,-121419.0,-1477.0
AL,2022-08-01,144419634.71999916,2992976.0,2202403.0,43193,23232525.8799994,661071.0,511028.0,6748.0
AL,2022-09-01,135304976.87999976,2778820.0,2007910.0,40154,-9114657.839999408,-214156.0,-194493.0,-3039.0
AL,2022-10-01,147727459.11999965,2970072.0,2161666.0,42293,12422482.23999989,191252.0,153756.0,2139.0
AL,2022-11-01,139185777.36999935,2820793.0,2046400.0,40081,-8541681.750000298,-149279.0,-115266.0,-2212.0
AL,2022-12-01,125235049.99999946,2385591.0,1714573.0,35844,-13950727.369999886,-435202.0,-331827.0,-4237.0
AL,2023-01-01,144970255.2699994,2995573.0,2140443.0,42292,19735205.26999995,609982.0,425870.0,6448.0
AL,2023-02-01,138021017.47999927,2706257.0,1975565.0,39034,-6949237.790000141,-289316.0,-164878.0,-3258.0
AL,2023-03-01,150919742.8099995,2936056.0,2169250.0,42095,12898725.330000222,229799.0,193685.0,3061.0
AL,2023-04-01,141064310.04999962,2603402.0,1926224.0,38914,-9855432.759999871,-332654.0,-243026.0,-3181.0
AL,2023-05-01,149618921.1699995,2821510.0,2032813.0,41097,8554611.119999886,218108.0,106589.0,2183.0
AL,2023-06-01,139991671.9499995,2501683.0,1815788.0,37961,-9627249.219999999,-319827.0,-217025.0,-3136.0
AL,2023-07-01,133241684.86999926,2319767.0,1692175.0,35775,-6749987.0800002515,-181916.0,-123613.0,-2186.0
AL,2023-08-01,154090014.05999953,3080132.0,2274731.0,45171,20848329.190000266,760365.0,582556.0,9396.0
AL,2023-09-01,134078936.77999954,2561996.0,1891722.0,39246,-20011077.279999986,-518136.0,-383009.0,-5925.0
AL,2023-10-01,158253538.68999928,2775104.0,2031131.0,41249,24174601.909999743,213108.0,139409.0,2003.0
AL,2023-11-01,150484251.91999948,2699449.0,1967760.0,40109,-7769286.769999802,-75655.0,-63371.0,-1140.0
AL,2023-12-01,143251031.11999962,2438551.0,1789590.0,36863,-7233220.799999863,-260898.0,-178170.0,-3246.0
AL,2024-01-01,148424801.17999935,2517774.0,1835076.0,38210,5173770.059999734,79223.0,45486.0,1347.0
AL,2024-02-01,150304361.4699994,2632123.0,1903957.0,38403,1879560.2900000513,114349.0,68881.0,193.0
AL,2024-03-01,146461273.45999926,2401032.0,1724006.0,35736,-3843088.0100001395,-231091.0,-179951.0,-2667.0
AL,2024-04-01,149114531.5499996,2501482.0,1795978.0,36840,2653258.0900003314,100450.0,71972.0,1104.0
AL,2024-05-01,141716802.1099995,2239143.0,1594371.0,33747,-7397729.440000087,-262339.0,-201607.0,-3093.0
AL,2024-06-01,125784624.03999978,1890301.0,1375932.0,29805,-15932178.069999725,-348842.0,-218439.0,-3942.0
AL,2024-07-01,125005436.5599998,1939078.0,1405162.0,29363,-779187.4799999893,48777.0,29230.0,-442.0
AL,2024-08-01,136041975.9999995,2409704.0,1778263.0,36570,11036539.4399997,470626.0,373101.0,7207.0
AL,2024-09-01,137694638.8299996,2158710.0,1601448.0,33767,1652662.8300001025,-250994.0,-176815.0,-2803.0
AL,2024-10-01,146696014.45999944,2418031.0,1781189.0,36067,9001375.629999846,259321.0,179741.0,2300.0
AL,2024-11-01,123903250.34999956,1944870.0,1430223.0,29859,-22792764.10999988,-473161.0,-350966.0,-6208.0
AL,2024-12-01,34313248.55999999,556767.0,480368.0,9210,-89590001.78999957,-1388103.0,-949855.0,-20649.0
ALL,2018-01-01,9232048522.37021,187217689.0,113342897.0,2342528,,,,
ALL,2018-02-01,8420467832.359959,171352502.0,104351414.0,2182404,-811580690.010252,-15865187.0,-8991483.0,-160124.0
ALL,2018-03-01,9129935988.660149,183682093.0,110825567.0,2298849,709468156.30019,12329591.0,6474153.0,116445.0
ALL,2018-04-01,8981173692.470133,179619696.0,107694834.0,2245770,-148762296.1900158,-4062397.0,-3130733.0,-53079.0
ALL,2018-05-01,9384689427.050318,185076176.0,110182879.0,2288006,403515734.58018494,5456480.0,2488045.0,42236.0
ALL,2018-06-01,8607149265.449905,164850507.0,100094343.0,2116362,-777540161.6004124,-20225669.0,-10088536.0,-171644.0
ALL,2018-07-01,8854594623.629992,169724543.0,102373426.0,2171413,247445358.18008614,4874036.0,2279083.0,55051.0
ALL,2018-08-01,9492334835.450018,186434915.0,113633755.0,2374680,637740211.8200264,16710372.0,11260329.0,203267.0
ALL,2018-09-01,8661621043.37006,168487953.0,100688468.0,2147486,-830713792.079958,-17946962.0,-12945287.0,-227194.0
ALL,2018-10-01,9921379666.380302,198197925.0,118334299.0,2460411,1259758623.0102425,29709972.0,17645831.0,312925.0
ALL,2018-11-01,9072923512.380045,173605775.0,102742360.0,2175749,-848456154.0002575,-24592150.0,-15591939.0,-284662.0
ALL,2018-12-01,8907431063.820095,166190908.0,96922801.0,2058597,-165492448.55994987,-7414867.0,-5819559.0,-117152.0
ALL,2019-01-01,10529905105.900082,202463697.0,119769828.0,2457252,1622474042.0799866,36272789.0,22847027.0,398655.0
ALL,2019-02-01,9680573063.790104,187149977.0,111443392.0,2312963,-849332042.1099777,-15313720.0,-8326436.0,-144289.0
ALL,2019-03-01,10638499933.200005,202656457.0,120287086.0,2462258,957926869.4099007,15506480.0,8843694.0,149295.0
ALL,2019-04-01,10662800690.750004,204034522.0,120056910.0,2480132,24300757.549999237,1378065.0,-230176.0,17874.0
ALL,2019-05-01,10788430160.41996,203400802.0,118335223.0,2453610,125629469.6699562,-633720.0,-1721687.0,-26522.0
ALL,2019-06-01,9722889154.490047,179172702.0,106684985.0,2251062,-1065541005.9299126,-24228100.0,-11650238.0,-202548.0
ALL,2019-07-01,10364775003.790085,193812066.0,114502037.0,2390448,641885849.3000374,14639364.0,7817052.0,139386.0
ALL,2019-08-01,10628704037.170044,202465238.0,120864691.0,2506157,263929033.3799591,8653172.0,6362654.0,115709.0
ALL,2019-09-01,10530148010.349892,201493119.0,118468405.0,2470440,-98556026.82015228,-972119.0,-2396286.0,-35717.0
ALL,2019-10-01,11890862793.230165,229836010.0,135188555.0,2747427,1360714782.8802738,28342891.0,16720150.0,276987.0
ALL,2019-11-01,10694811682.100018,197813102.0,116101805.0,2413189,-1196051111.130148,-32022908.0,-19086750.0,-334238.0
ALL,2019-12-01,10773796446.439976,195213165.0,114234300.0,2368169,78984764.33995819,-2599937.0,-1867505.0,-45020.0
ALL,2020-01-01,12417328718.270184,231493965.0,137689829.0,2761085,1643532271.8302078,36280800.0,23455529.0,392916.0
ALL,2020-02-01,11387443071.260204,210768595.0,125598414.0,2553498,-1029885647.0099792,-20725370.0,-12091415.0,-207587.0
ALL,2020-03-01,10327180044.759905,175476623.0,99482797.0,2113882,-1060263026.5002995,-35291972.0,-26115617.0,-439616.0
ALL,2020-04-01,8541553016.109816,126498275.0,61588397.0,1329084,-1785627028.6500893,-48978348.0,-37894400.0,-784798.0
ALL,2020-05-01,9276309404.629852,146927456.0,78755754.0,1693551,734756388.5200367,20429181.0,17167357.0,364467.0
ALL,2020-06-01,10386347586.830006,180029356.0,106053452.0,2196135,1110038182.2001534,33101900.0,27297698.0,502584.0
ALL,2020-07-01,11043497587.590187,193266077.0,114313859.0,2334466,657150000.7601814,13236721.0,8260407.0,138331.0
ALL,2020-08-01,10945591115.500032,193099010.0,115506523.0,2370154,-97906472.09015465,-167067.0,1192664.0,35688.0
ALL,2020-09-01,11345841778.780188,204909864.0,123211041.0,2521238,400250663.2801552,11810854.0,7704518.0,151084.0
ALL,2020-10-01,12256768912.530193,220267867.0,132414607.0,2691074,910927133.7500057,15358003.0,9203566.0,169836.0
ALL,2020-11-01,11824939391.280247,207113269.0,122921505.0,2538710,-431829521.2499466,-13154598.0,-9493102.0,-152364.0
ALL,2020-12-01,12337430898.160181,214312315.0,124912560.0,2558726,512491506.8799343,7199046.0,1991055.0,20016.0
ALL,2021-01-01,12594444977.41046,222768005.0,132228710.0,2671702,257014079.25027847,8455690.0,7316150.0,112976.0
ALL,2021-02-01,11715579066.73013,206952736.0,124043876.0,2549948,-878865910.6803303,-15815269.0,-8184834.0,-121754.0
ALL,2021-03-01,14136311330.650202,258070549.0,156505580.0,3089715,2420732263.9200726,51117813.0,32461704.0,539767.0
ALL,2021-04-01,13565862878.510452,245380331.0,149825892.0,2975647,-570448452.1397495,-12690218.0,-6679688.0,-114068.0
ALL,2021-05-01,13208518113.69032,232574191.0,140839982.0,2851134,-357344764.8201332,-12806140.0,-8985910.0,-124513.0
ALL,2021-06-01,13415399746.47053,237429997.0,146382446.0,2962741,206881632.7802105,4855806.0,5542464.0,111607.0
ALL,2021-07-01,13562082770.470299,238882520.0,145916059.0,2910088,146683023.9997692,1452523.0,-466387.0,-52653.0
ALL,2021-08-01,14202719417.499928,256226837.0,160167062.0,3098513,640636647.0296288,17344317.0,14251003.0,188425.0
ALL,2021-09-01,14024666614.740396,255309350.0,157555104.0,3048066,-178052802.75953102,-917487.0,-2611958.0,-50447.0
ALL,2021-10-01,14165659978.04035,255714420.0,156923616.0,3073760,140993363.29995346,405070.0,-631488.0,25694.0
ALL,2021-11-01,13904172445.35001,248630420.0,152067680.0,3013706,-261487532.69034004,-7084000.0,-4855936.0,-60054.0
ALL,2021-12-01,14062529938.43037,246625408.0,150467545.0,2931660,158357493.0803604,-2005012.0,-1600135.0,-82046.0
ALL,2022-01-01,14412456539.880264,251898388.0,154227930.0,2942389,349926601.44989395,5272980.0,3760385.0,10729.0
ALL,2022-02-01,13250746218.50022,235438630.0,142007832.0,2833787,-1161710321.380045,-16459758.0,-12220098.0,-108602.0
ALL,2022-03-01,15695994584.590307,280314489.0,168967395.0,3285853,2445248366.090088,44875859.0,26959563.0,452066.0
ALL,2022-04-01,14609179171.900467,254562730.0,152489004.0,3020559,-1086815412.6898403,-25751759.0,-16478391.0,-265294.0
ALL,2022-05-01,14956401093.080194,257888000.0,153619367.0,3034273,347221921.17972755,3325270.0,1130363.0,13714.0
ALL,2022-06-01,14650484215.68026,250499963.0,151557080.0,3003166,-305916877.39993477,-7388037.0,-2062287.0,-31107.0
ALL,2022-07-01,14067993433.620262,234428626.0,140813991.0,2824373,-582490782.0599976,-16071337.0,-10743089.0,-178793.0
ALL,2022-08-01,15825029409.540436,273676256.0,168047334.0,3285367,1757035975.9201736,39247630.0,27233343.0,460994.0
ALL,2022-09-01,15268172192.710327,263892615.0,160193966.0,3164300,-556857216.8301086,-9783641.0,-7853368.0,-121067.0
ALL,2022-10-01,15854981611.140608,269996140.0,165023707.0,3248767,586809418.4302807,6103525.0,4829741.0,84467.0
ALL,2022-11-01,15675981809.010326,263677624.0,161598929.0,3178406,-178999802.13028145,-6318516.0,-3424778.0,-70361.0
ALL,2022-12-01,15297538611.300415,251420641.0,151497788.0,2989403,-378443197.70991135,-12256983.0,-10101141.0,-189003.0
ALL,2023-01-01,16594310221.530197,280827661.0,169068899.0,3255152,1296771610.229782,29407020.0,17571111.0,265749.0
ALL,2023-02-01,15394753399.5702,259922326.0,159161069.0,3083352,-1199556821.9599972,-20905335.0,-9907830.0,-171800.0
ALL,2023-03-01,17668427237.50103,298461892.0,181503538.0,3432212,2273673837.93083,38539566.0,22342469.0,348860.0
ALL,2023-04-01,16091892914.070465,265379484.0,160074705.0,3125956,-1576534323.4305649,-33082408.0,-21428833.0,-306256.0
ALL,2023-05-01,17280277362.921024,287129748.0,173088160.0,3355060,1188384448.8505592,21750264.0,13013455.0,229104.0
ALL,2023-06-01,16029192012.870403,261269038.0,159831609.0,3151268,-1251085350.050621,-25860710.0,-13256551.0,-203792.0
ALL,2023-07-01,15725897305.960375,246824756.0,149350862.0,2974833,-303294706.91002846,-14444282.0,-10480747.0,-176435.0
ALL,2023-08-01,17348504365.580605,279910801.0,172191912.0,3365256,1622607059.6202297,33086045.0,22841050.0,390423.0
ALL,2023-09-01,16361790144.500553,259464154.0,157552161.0,3123826,-986714221.0800514,-20446647.0,-14639751.0,-241430.0
ALL,2023-10-01,17484140655.95045,276564708.0,167534255.0,3297215,1122350511.4498978,17100554.0,9982094.0,173389.0
ALL,2023-11-01,16663518408.740383,259356081.0,156863590.0,3112792,-820622247.2100677,-17208627.0,-10670665.0,-184423.0
